prefecture,year,population,capital,region,estimated_area,island
Kagoshima-ken,2000.75,1786194,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,2005.75,1753179,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,2010.75,1706242,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,2015.75,1648752,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kanagawa-ken,1872.1667,595812,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1873,582733,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1874,606909,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1875,612558,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1876,602441,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1877,707272,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1878,715258,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1879,754610,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1880,757462,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1881,772903,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1882,790735,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1883,800925,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1884,831151,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1885,848682,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1886,865976,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1886.9167,896948,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1887.9167,923178,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1888.9167,947766,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1889.9167,960069,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1890.9167,979756,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1891.9167,992047,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1892.9167,1015481,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1893.9167,799862,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1894.9167,811986,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1895.9167,834624,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1896.9167,852283,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1897.9167,870256,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1898.9167,926884,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1903.9167,1051433,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1908.9167,1178098,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1913.9167,1228254,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1918.9167,1323026,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1920.75,1323390,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1925.75,1416792,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1930.75,1619606,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1935.75,1840005,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1940.75,2188974,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1944.25,2474354,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1945.8333,1865667,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1946.3333,2019943,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1947.75,2218120,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1948.5833,2317551,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1950.75,2487665,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1955.75,2919497,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1960.75,3443176,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1965.75,4430743,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1970.75,5472247,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1975.75,6397748,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1980.75,6924348,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1985.75,7431974,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1990.75,7980391,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,1995.75,8245900,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,2000.75,8489974,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,2005.75,8791597,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,2010.75,9048331,Yokohama-shi,Kanto,2415.86,Honshu
Kanagawa-ken,2015.75,9127323,Yokohama-shi,Kanto,2415.86,Honshu
Kochi-ken,1872.1667,524511,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1873,526285,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1874,528728,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1875,531863,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1876,534070,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1877,1160235,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1878,1164723,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1879,1185764,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1880,1179247,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1881,550686,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1882,546642,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1883,549184,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1884,546977,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1885,548638,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1886,552513,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1886.9167,557776,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1887.9167,562066,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1888.9167,569874,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1889.9167,575852,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1890.9167,577937,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1891.9167,580330,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1892.9167,584569,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1893.9167,587428,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1894.9167,590875,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1895.9167,598011,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1896.9167,600865,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1897.9167,609005,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1898.9167,622950,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1903.9167,646008,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1908.9167,670910,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1913.9167,693548,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1918.9167,708710,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1920.75,670895,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1925.75,687478,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1930.75,718152,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1935.75,714980,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1940.75,709286,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1944.25,693053,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1945.8333,775578,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1946.3333,797876,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1947.75,848337,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1948.5833,866385,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1950.75,873874,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1955.75,882683,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1960.75,854595,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1965.75,812714,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1970.75,786882,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1975.75,808397,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1980.75,831275,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1985.75,839784,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1990.75,825034,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,1995.75,816704,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,2000.75,813949,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,2005.75,796292,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,2010.75,764456,Kochi-shi,Shikoku,7105.16,Shikoku
Kochi-ken,2015.75,728461,Kochi-shi,Shikoku,7105.16,Shikoku
Kumamoto-ken,1872.1667,NA,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1873,NA,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1874,NA,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1875,NA,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1876,NA,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1877,980642,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1878,980976,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1879,981341,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1880,986695,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1881,995673,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1882,993373,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1883,997830,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1884,1001011,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1885,1000911,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1886,1003777,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1886.9167,1020460,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1887.9167,1030261,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1888.9167,1042281,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1889.9167,1052478,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1890.9167,1057646,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1891.9167,1064885,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1892.9167,1075301,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1893.9167,1084165,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1894.9167,1097299,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1895.9167,1105932,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1896.9167,1108802,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1897.9167,1122068,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1898.9167,1156270,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1903.9167,1198486,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1908.9167,1236361,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1913.9167,1303405,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1918.9167,1311325,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1920.75,1233233,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1925.75,1296086,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1930.75,1353993,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1935.75,1387054,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1940.75,1368179,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1944.25,1371005,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1945.8333,1556490,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1946.3333,1631976,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1947.75,1765726,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1948.5833,1786058,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1950.75,1827582,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1955.75,1895663,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1960.75,1856192,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1965.75,1770736,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1970.75,1700229,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1975.75,1715273,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1980.75,1790327,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1985.75,1837747,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1990.75,1840326,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,1995.75,1859793,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,2000.75,1859344,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,2005.75,1842233,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,2010.75,1817426,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kumamoto-ken,2015.75,1786969,Kumamoto-shi,Kyushu,7404.79,Kyushu
Kyoto-fu,1872.1667,810240,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1873,812674,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1874,817466,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1875,820745,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1876,832998,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1877,792042,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1878,798911,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1879,814273,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1880,822112,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1881,831012,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1882,835227,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1883,840951,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1884,851246,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1885,853058,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1886,848761,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1886.9167,849362,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1887.9167,866743,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1888.9167,875084,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1889.9167,887031,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1890.9167,894928,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1891.9167,903189,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1892.9167,914700,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1893.9167,924093,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1894.9167,937383,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1895.9167,951825,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1896.9167,957775,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1897.9167,957260,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1898.9167,997488,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1903.9167,1055119,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1908.9167,1155671,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1913.9167,1288213,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1918.9167,1383890,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1920.75,1287147,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1925.75,1406382,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1930.75,1552832,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1935.75,1702508,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1940.75,1729993,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1944.25,1635528,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1945.8333,1603796,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1946.3333,1621998,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1947.75,1739084,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1948.5833,1784753,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1950.75,1832934,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1955.75,1935161,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1960.75,1993403,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1965.75,2102808,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1970.75,2250087,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1975.75,2424856,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1980.75,2527330,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1985.75,2586574,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1990.75,2602460,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,1995.75,2629592,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,2000.75,2644391,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,2005.75,2647660,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,2010.75,2636092,Kyoto-shi,Kansai,4613.21,Honshu
Kyoto-fu,2015.75,2610140,Kyoto-shi,Kansai,4613.21,Honshu
Mie-ken,1872.1667,777597,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1873,783633,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1874,781002,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1875,797310,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1876,810461,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1877,818877,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1878,830415,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1879,835087,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1880,842269,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1881,850791,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1882,857887,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1883,870137,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1884,877666,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1885,879353,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1886,883462,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1886.9167,892654,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1887.9167,901698,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1888.9167,909702,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1889.9167,918369,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1890.9167,926376,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1891.9167,931687,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1892.9167,936465,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1893.9167,943376,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1894.9167,950038,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1895.9167,960773,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1896.9167,963668,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1897.9167,967406,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1898.9167,996646,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1903.9167,1044323,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1908.9167,1077295,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1913.9167,1101573,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1918.9167,1114891,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1920.75,1069270,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1925.75,1107692,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1930.75,1157407,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1935.75,1174595,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1940.75,1198783,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1944.25,1209266,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1945.8333,1394286,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1946.3333,1371858,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1947.75,1416494,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1948.5833,1451100,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1950.75,1461197,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1955.75,1485582,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1960.75,1485054,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1965.75,1514467,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1970.75,1543083,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1975.75,1626002,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1980.75,1686936,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1985.75,1747311,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1990.75,1792514,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,1995.75,1841358,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,2000.75,1857339,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,2005.75,1866963,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,2010.75,1854724,Tsu-shi,Kansai,5777.31,Honshu
Mie-ken,2015.75,1815827,Tsu-shi,Kansai,5777.31,Honshu
Miyagi-ken,1872.1667,404577,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1873,408088,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1874,410437,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1875,419135,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1876,421960,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1877,591524,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1878,594684,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1879,616881,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1880,619120,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1881,625332,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1882,629286,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1883,694338,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1884,644417,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1885,651401,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1886,665345,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1886.9167,688124,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1887.9167,720075,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1888.9167,736628,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1889.9167,760291,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1890.9167,751830,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1891.9167,758013,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1892.9167,776378,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1893.9167,790079,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1894.9167,802927,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1895.9167,817805,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1896.9167,821257,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1897.9167,833113,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1898.9167,851210,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1903.9167,905883,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1908.9167,893365,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1913.9167,927337,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1918.9167,954571,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1920.75,961768,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1925.75,1044036,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1930.75,1142784,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1935.75,1234801,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1940.75,1271238,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1944.25,1275862,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1945.8333,1462254,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1946.3333,1462100,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1947.75,1566831,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1948.5833,1596307,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1950.75,1663442,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1955.75,1727065,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1960.75,1743195,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1965.75,1753126,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1970.75,1819223,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1975.75,1955267,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1980.75,2082320,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1985.75,2176295,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,1990.75,2248558,Sendai-shi,Tohoku,7285.77,Honshu
