,Price,Make,Model,Year,Mileage,Fuel Type,Body Type,Engine Size (Litres),Power
1106,17200.0,Ford,Focus,2019,177000.0,Diesel,Estate,1.5,120.0
1107,14999.0,Ford,Focus,2015,87468.0,Diesel,Hatchback,1.6,95.0
1108,3750.0,Mazda,3,2010,291000.0,Diesel,Saloon,1.6,
1109,13499.0,Volkswagen,Polo,2016,78751.0,Petrol,Hatchback,1.2,
1110,12499.0,Volkswagen,Golf,2013,142607.0,Petrol,Hatchback,1.2,
1111,15999.0,Volkswagen,Golf,2015,99051.0,Petrol,Hatchback,1.2,
1112,14999.0,Volkswagen,Golf,2014,111101.0,Petrol,Hatchback,1.2,
1113,15999.0,Volkswagen,Golf,2015,89237.0,Petrol,Hatchback,1.2,
1114,21000.0,Toyota,Prius,2016,120213.0,Petrol Hybrid,Estate,1.8,
1115,15999.0,Volkswagen,Polo,2016,17000.0,Petrol,SUV,1.2,
1116,24750.0,KIA,Sorento,2015,184910.0,Diesel,SUV,2.2,200.0
1118,14499.0,Volkswagen,Polo,2016,96066.0,Petrol,Hatchback,1.2,90.0
1119,7950.0,Nissan,Qashqai+2,2012,239226.0,Diesel,MPV,1.5,110.0
1120,15000.0,Toyota,Prius,2015,,Petrol Hybrid,Hatchback,1.8,
1121,14750.0,Dacia,Sandero,2019,34198.475,Petrol,Hatchback,1.0,
1123,20999.0,Ford,Focus,2018,46235.0,Petrol,Hatchback,1.0,125.0
1124,24999.0,Mitsubishi,Outlander,2016,113987.9429,Petrol Plug-in Hybrid,SUV,2.0,203.0
1125,8999.0,Honda,Fit,2013,,Petrol Hybrid,Hatchback,1.3,
1126,8500.0,Peugeot,508,2014,282894.0,Diesel,Estate,1.6,115.0
1127,11750.0,Volkswagen,Golf,2014,262284.0,Diesel,Hatchback,1.6,105.0
1128,11990.0,Honda,Fit,2016,90571.0,Hybrid,Hatchback,1.5,
1129,20888.0,Renault,Captur,2019,62041.0,Diesel,Hatchback,1.5,90.0
1130,54995.0,BMW,X5,2017,122229.0,Diesel,SUV,2.0,231.0
1132,8482.5,Vauxhall,Vivaro,2017,162865.208,Diesel,Van,1.6,
1133,22000.0,BMW,5-Series,2014,164000.0,Diesel,Saloon,2.0,184.0
1134,8450.0,Volkswagen,Golf,2011,205638.2465,Petrol,Hatchback,1.4,
1135,3000.0,Volkswagen,Golf,2008,249179.0,Diesel,Hatchback,1.9,
1136,28950.0,Opel,Crossland X,2022,1.0,Petrol,SUV,1.2,83.0
1137,25000.0,Audi,TT,2016,108744.0,Diesel,Coupe,2.0,184.0
1138,45840.0,Mercedes,SL-Class,2014,112010.064,Petrol,Cabriolet,3.5,306.0
1139,19890.0,Volkswagen,Amarok,2016,,Diesel,Pick Up,2.0,
1140,26319.15,Jaguar,F-Pace,2017,131965.88,Diesel,SUV,2.0,
1142,26450.0,Mercedes,A-Class,2018,76001.0,Petrol,Estate,1.6,102.0
1143,6750.0,Nissan,Qashqai,2011,106532.0,Diesel,Hatchback,1.5,106.0
1144,11950.0,Peugeot,2008,2015,103001.0,Diesel,Hatchback,1.6,92.0
1145,13450.0,Renault,Clio,2018,94002.0,Diesel,Hatchback,1.5,90.0
1146,5950.0,Opel,Insignia,2012,229787.0,Diesel,MPV,2.0,130.0
1147,19450.0,Audi,A4,2015,123002.0,Diesel,Saloon,2.0,120.0
1148,27950.0,Mercedes,E-Class,2016,133002.0,Diesel,Saloon,2.0,194.0
1149,20950.0,Audi,A4,2016,103379.0,Diesel,Saloon,2.0,150.0
1150,22295.0,Mazda,6,2017,122000.0,Diesel,Saloon,2.2,175.0
1151,29320.0,Renault,Captur,2022,0.0,Petrol,Hatchback,1.0,
1152,27450.0,BMW,X3,2016,111003.0,Diesel,Estate,2.0,150.0
1153,2950.0,Suzuki,SX4,2009,275000.0,Petrol,SUV,1.5,
1154,24950.0,Volkswagen,T-Roc,2018,53000.0,Petrol,Estate,1.0,115.0
1155,39950.0,Land Rover,Discovery Sport,2018,65001.0,Diesel,SUV,2.0,150.0
1156,26950.0,Ford,Kuga,2019,105001.0,Diesel,Hatchback,1.5,120.0
1157,27500.0,Volkswagen,Transporter,2017,44767.0,Diesel,Van,2.0,
1158,15950.0,Opel,Insignia,2016,82001.0,Diesel,Hatchback,1.6,136.0
1159,28950.0,Mercedes,E-Class,2016,102002.0,Diesel,Saloon,2.0,194.0
1160,4950.0,Opel,Insignia,2011,214854.0,Diesel,Saloon,2.0,130.0
1161,11950.0,Ford,Mondeo,2014,130002.0,Diesel,Hatchback,1.6,115.0
1162,7950.0,Mazda,3,2012,193340.0,Diesel,Hatchback,1.6,115.0
1163,8900.0,Mazda,2,2014,107825.78,Petrol,Hatchback,1.3,63.0
1164,7950.0,Opel,Astra,2012,155857.0,Petrol,Hatchback,1.4,100.0
1165,7950.0,Opel,Insignia,2013,237000.0,Diesel,MPV,2.0,130.0
1166,6950.0,SEAT,Ibiza,2012,158122.0,Petrol,Hatchback,1.2,70.0
1167,7950.0,Honda,Civic,2010,139000.0,Petrol,Hatchback,1.3,
1168,21350.0,Land Rover,Discovery,2013,332397.0,Diesel,SUV,3.0,209.0
1169,23995.0,Suzuki,Vitara,2020,19500.0,Petrol,SUV,1.0,111.0
1170,2950.0,Renault,Fluence,2011,248.0,Diesel,Saloon,1.5,90.0
1171,,Opel,Crossland X,2022,5.0,Diesel,MPV,1.5,
1173,10250.0,Volkswagen,Passat,2015,285000.0,Diesel,Saloon,1.6,120.0
1174,9490.0,Ford,Fiesta,2014,124044.7085,Petrol,Hatchback,1.2,60.0
1175,8900.0,Mazda,Demio,2014,107825.78,Petrol,Hatchback,1.3,63.0
1176,11450.0,Volkswagen,Polo,2015,116000.0,Petrol,Hatchback,1.0,60.0
1178,12250.0,Nissan,Qashqai,2015,154000.0,Diesel,Hatchback,1.5,110.0
1179,12950.0,Toyota,Auris,2016,264488.0,Diesel,Hatchback,1.4,90.0
1180,34409.0,Mazda,MX-30,2022,26.0,Electric,SUV,,
1181,12750.0,Citroen,C3,2017,72420.3,Petrol,Hatchback,1.2,82.0
1182,20990.0,BMW,5-Series,2015,151176.5716,Diesel,Saloon,2.0,190.0
1183,15500.0,Hyundai,Tucson,2017,170630.0,Diesel,SUV,1.7,
1184,2450.0,Toyota,Hilux,2000,274321.659,Diesel,Pick Up,2.4,
1185,11999.0,Skoda,Superb,2015,305774.6,Diesel,Saloon,2.0,150.0
1186,28777.0,KIA,Sportage,2019,,Diesel,SUV,1.6,115.0
1187,9995.0,Volkswagen,Polo,2013,136793.9,Petrol,Hatchback,1.2,60.0
1188,3250.0,Mercedes,Other,2009,209214.2,Diesel,Van,2.1,
1190,1150.0,Volkswagen,Golf,2004,225307.6,Petrol,Hatchback,1.4,
1191,4450.0,Vauxhall,Zafira,2011,,Diesel,MPV,1.7,
1192,26900.0,Audi,A3,2018,99779.08,Diesel,Saloon,1.6,
1195,28995.0,Nissan,X-Trail,2018,98680.0,Diesel,SUV,1.6,130.0
1196,15250.0,Ford,Transit Custom,2017,185074.1,Diesel,Van,2.0,
1197,15950.0,Toyota,Corolla,2017,149500.0,Diesel,Saloon,1.4,90.0
1198,18500.0,Ford,Transit,2018,120000.0,Diesel,Van,2.0,
1199,18500.0,Ford,Transit,2017,143231.26,Diesel,Van,2.0,
1200,8716.5,Volkswagen,Jetta,2015,168980.7,Diesel,Saloon,2.0,
1202,8250.0,Vauxhall,Vivaro,2015,289681.2,Diesel,Van,1.6,
1203,43290.0,Land Rover,Range Rover Velar,2018,36266.4769,Diesel,SUV,2.0,180.0
1204,19999.0,Ford,Transit,2018,193120.8,Diesel,Van,2.0,
1205,29120.0,Renault,Captur,2022,0.0,Petrol,Hatchback,1.0,
1206,14500.0,Ford,Transit Custom,2017,222088.92,Diesel,Van,2.0,
1207,,Citroen,C5,2009,,Diesel,Saloon,2.0,
1208,14950.0,Nissan,Qashqai,2016,163956.3405,Diesel,SUV,1.5,110.0
1209,15950.0,Vauxhall,Insignia,2018,174645.5768,Diesel,Hatchback,1.6,
1210,11950.0,Vauxhall,Astra,2017,174595.6873,Diesel,Hatchback,1.6,
1211,12950.0,Vauxhall,Insignia,2017,197160.2434,Diesel,Hatchback,1.6,
1212,7950.0,Vauxhall,Astra,2015,230473.5814,Diesel,Hatchback,1.6,
1213,15950.0,Ford,Mondeo,2018,174146.6814,Diesel,Hatchback,1.5,120.0
1214,15650.0,Vauxhall,Insignia,2018,176256.5261,Diesel,Hatchback,1.6,
1215,8950.0,Vauxhall,Astra,2015,161537.5025,Diesel,Hatchback,1.6,
1216,8950.0,Vauxhall,Astra,2015,181116.7329,Diesel,Hatchback,1.6,
1217,22450.0,BMW,X1,2017,158000.0,Diesel,SUV,2.0,150.0
1218,19900.0,Volkswagen,Golf,2016,170003.0,Hybrid,Hatchback,1.4,204.0
1219,47500.0,Audi,A6,2020,35380.0,Diesel,Saloon,2.0,204.0
1220,18900.0,Citroen,Grand C4 Picasso,2016,96560.0,Diesel,MPV,1.6,112.0
1221,595.0,Ford,Focus,2006,270.0,Petrol,Hatchback,1.6,
1222,18950.0,Renault,Grand Scenic,2018,181181.1065,Diesel,MPV,1.5,110.0
1223,11950.0,Ford,Focus,2016,162945.675,Diesel,Hatchback,1.5,120.0
1224,19900.0,Citroen,Grand C4 Picasso,2017,80467.0,Diesel,MPV,1.6,120.0
1225,16950.0,Nissan,Qashqai,2018,170928.0014,Diesel,SUV,1.5,
1226,11950.0,Ford,Fiesta,2017,198351.155,Diesel,Hatchback,1.5,120.0
1227,7900.0,Renault,Grand Scenic,2012,160934.0,Diesel,MPV,1.5,
1228,10950.0,Vauxhall,Insignia,2017,199751.2808,Diesel,Estate,1.6,
1230,10950.0,Nissan,Note,2015,96002.0,Petrol,MPV,1.2,80.0
1231,12950.0,Nissan,Qashqai,2015,213012.2424,Diesel,SUV,1.5,
1232,12900.0,Nissan,Qashqai+2,2013,128747.0,Diesel,MPV,1.6,
1233,13950.0,Nissan,Qashqai,2017,179468.7688,Diesel,SUV,1.5,110.0
1234,15950.0,Nissan,Qashqai,2018,192348.3168,Diesel,SUV,1.5,110.0
1235,6900.0,Audi,Q7,2007,321868.0,Diesel,MPV,3.0,
1236,14950.0,Nissan,Qashqai,2016,190561.9494,Diesel,SUV,1.6,
1237,4900.0,KIA,Venga,2010,128747.0,Diesel,MPV,1.4,
1238,11500.0,Hyundai,i40,2016,166000.0,Diesel,Saloon,1.7,115.0
1239,4900.0,Ford,Fiesta,2010,128747.0,Diesel,MPV,1.4,
1240,9900.0,Volkswagen,Golf,2013,209214.0,Diesel,Estate,1.6,
1241,9900.0,Honda,Fit,2014,120002.0,Hybrid,Hatchback,1.5,
1243,22900.0,Hyundai,Santa Fe,2016,160934.0,Diesel,Estate,2.0,197.0
1244,31900.0,Volkswagen,Touran,2019,107002.0,Diesel,MPV,2.0,150.0
1245,7895.0,Toyota,Yaris,2012,122000.0,Petrol,Hatchback,1.0,69.0
1246,27900.0,Audi,Q5,2015,112654.0,Diesel,Estate,2.0,
1247,16900.0,Citroen,Grand C4 Picasso,2016,179004.0,Diesel,MPV,1.6,92.0
1248,21000.0,Ford,Focus,2019,105000.0,Diesel,Hatchback,1.5,120.0
1249,5000.0,Jeep,Cherokee,1998,160934.0,Diesel,SUV,2.5,
1250,36900.0,BMW,7-Series,2016,110002.0,Diesel,Saloon,3.0,265.0
1251,34900.0,Skoda,Kodiaq,2019,70001.0,Diesel,Estate,2.0,150.0
1252,12999.0,Ford,Fiesta,2014,114880.0,Petrol,Hatchback,1.2,60.0
1253,56950.0,Skoda,Kodiaq,2021,14000.0,Diesel,SUV,2.0,200.0
1254,12900.0,Citroen,Grand C4 Picasso,2014,96002.0,Diesel,MPV,1.6,
1255,12700.0,Peugeot,5008,2015,160934.0,Diesel,MPV,1.6,
1256,15900.0,Citroen,Grand C4 Picasso,2015,100001.0,Diesel,MPV,1.6,92.0
1257,9900.0,BMW,5-Series,2010,144841.0,Diesel,Saloon,2.0,
1258,18900.0,Mitsubishi,Outlander,2014,160757.0,Diesel,Estate,2.0,150.0
1259,14900.0,Ford,S-MAX,2014,128747.0,Diesel,MPV,2.0,
1260,19900.0,SEAT,Alhambra,2015,128747.0,Diesel,MPV,2.0,
1261,6450.0,Audi,A5,2011,320258.66,Diesel,Coupe,2.0,170.0
1262,30297.0,Hyundai,Tucson,2020,20917.0,Diesel,SUV,1.6,116.0
1263,8990.0,Volkswagen,Up!,2013,62545.38976,Petrol,Hatchback,1.0,75.0
1264,10900.0,Toyota,Verso,2013,159309.0,Diesel,MPV,2.0,126.0
1265,20900.0,Volkswagen,Sharan,2015,128747.0,Diesel,MPV,2.0,
1266,4900.0,Hyundai,ix20,2010,128747.0,Diesel,MPV,1.4,
1267,2900.0,Opel,Zafira,2008,177027.0,Diesel,MPV,1.8,
1268,35168.0,Dacia,Jogger,2022,0.0,Petrol,Crossover,1.0,110.0
1269,10800.0,KIA,Sorento,2011,225308.0,Diesel,MPV,2.0,
1270,42995.0,BMW,2-Series,2021,12558.0,Petrol,Coupe,1.5,140.0
1271,6900.0,Opel,Zafira,2013,107826.0,Diesel,MPV,1.7,
1272,4900.0,Honda,Stream,2008,176004.0,Petrol,MPV,1.8,
1273,9900.0,Toyota,Verso,2014,199005.0,Diesel,MPV,1.6,112.0
1275,19000.0,BMW,5-Series,2014,277000.0,Diesel,Saloon,2.0,184.0
1276,23000.0,Audi,A6,2015,215973.428,Diesel,Saloon,2.0,
1277,8750.0,SEAT,Ibiza,2014,83612.0,Diesel,MPV,1.2,75.0
1278,9750.0,Nissan,Juke,2014,160000.0,Petrol,SUV,1.6,117.0
1279,19900.0,KIA,Optima,2018,96560.0,Diesel,Estate,1.7,141.0
1280,24995.0,Skoda,Karoq,2018,81000.0,Petrol,Estate,1.0,115.0
1281,29495.0,Skoda,Karoq,2021,31583.2975,Diesel,SUV,2.0,115.0
1282,16900.0,Ford,Galaxy,2014,144841.0,Diesel,MPV,2.0,140.0
1283,39950.0,Volvo,V90,2019,55000.0,Diesel,Estate,2.0,150.0
1284,,BMW,4-Series,2017,81745.0,Diesel,Coupe,2.0,
1285,22900.0,Mitsubishi,Outlander,2015,93342.0,Diesel,SUV,2.0,
1286,15750.0,Hyundai,Tucson,2016,172000.0,Diesel,SUV,1.7,115.0
1288,20950.0,Audi,A3,2018,162543.34,Diesel,Hatchback,1.6,
1289,13950.0,Volvo,S60,2015,177000.0,Diesel,Saloon,2.0,181.0
1290,11950.0,Hyundai,i30,2016,120000.0,Diesel,Hatchback,1.4,90.0
1291,29320.0,Renault,Captur,2022,0.0,Petrol,Hatchback,1.0,100.0
1292,22450.0,Hyundai,Kona,2019,25742.0,Petrol,MPV,1.0,120.0
1293,8700.0,Ford,Focus,2013,195.0,Diesel,Hatchback,1.6,95.0
1294,1500.0,Toyota,Starlet,1989,82000.0,Petrol,Hatchback,1.0,
1295,27950.0,Audi,Q2,2019,54256.0,Petrol,Estate,1.0,116.0
1297,10822.5,Mitsubishi,L200,2014,133092.418,Diesel,Pick Up,2.5,
1299,4950.0,Volkswagen,Passat,2011,262000.0,Diesel,Saloon,1.6,105.0
1300,18995.0,Ford,Focus,2018,121096.3976,Diesel,Hatchback,1.5,
1301,4500.0,Hyundai,Tucson,2010,238000.0,Diesel,SUV,2.0,
1302,10000.0,Land Rover,Discovery,2011,196.33948,Diesel,SUV,3.0,
1303,6450.0,Mitsubishi,L200,2009,340708.5434,Diesel,Crew Cab,2.5,
1304,10450.0,Hyundai,i10,2018,120000.0,Petrol,Hatchback,1.0,65.0
1305,38410.0,Citroen,Grand C4 Spacetourer,2022,0.0,Diesel,MPV,1.5,
1307,10500.0,Renault,Megane,2016,160000.0,Diesel,Hatchback,1.5,95.0
1308,4500.0,Ford,Focus,2010,119.0,Diesel,Hatchback,1.6,
1309,16490.0,Nissan,Micra,2019,45616.0,Petrol,Hatchback,1.0,100.0
1310,45900.0,Ford,Kuga,2022,5.0,Hybrid,Hatchback,2.5,190.0
1311,13004.0,Renault,Kangoo,2019,83873.0,Diesel,Van,1.5,
1312,3449.0,Toyota,Corolla,2006,231072.0,Petrol,Hatchback,1.4,
1313,17950.0,Mercedes,A-Class,2014,88788.89714,Diesel,Hatchback,1.5,90.0
1314,4950.0,Vauxhall,Astra,2010,212798.2002,Petrol,Hatchback,1.6,
1315,70.0,Ford,Escort,1978,,Petrol,Coupe,,
1316,11995.0,Renault,Scenic,2016,135000.0,Diesel,MPV,1.5,110.0
1317,14495.0,Opel,Zafira Tourer,2015,63767.0,Diesel,MPV,2.0,101.0
1318,10950.0,Volkswagen,Caddy,2016,258000.0,Diesel,Van,2.0,
1319,14950.0,Citroen,C4 Picasso,2015,178000.0,Diesel,MPV,1.6,90.0
1321,11980.0,Toyota,Hilux,2010,199558.16,Diesel,Pick Up,2.5,
1322,8950.0,Peugeot,508,2012,96560.4,Diesel,Saloon,1.6,112.0
1323,2450.0,Toyota,Yaris,2003,114263.14,Petrol,Hatchback,1.0,
1324,10950.0,Opel,Insignia,2015,122000.0,Diesel,Saloon,2.0,170.0
1326,12450.0,Nissan,Other,2019,80467.0,Petrol,Van,1.0,
1327,89999.0,Land Rover,Range Rover,2020,33796.14,Petrol Plug-in Hybrid,SUV,2.0,
1328,10000.0,Toyota,Other,1996,138000.0,Diesel,Estate,3.0,
1330,10499.0,Toyota,Prius,2013,143000.0,Petrol Hybrid,Hatchback,1.8,136.0
1331,14950.0,Citroen,C4,2017,102000.0,Diesel,Hatchback,1.6,92.0
1332,9950.0,Toyota,Verso,2012,225000.0,Diesel,MPV,2.0,126.0
1333,10900.0,Toyota,Corolla,2014,140012.58,Petrol Hybrid,Estate,1.5,110.0
1335,21950.0,Nissan,X-Trail,2016,201167.5,Diesel,SUV,1.6,130.0
1336,15500.0,Volkswagen,Golf,2016,212432.88,Diesel,Hatchback,1.6,105.0
1337,29249.0,Dacia,Jogger,2022,0.0,Petrol,Crossover,1.0,110.0
1338,4999.0,Ford,C-MAX,2011,283243.84,Diesel,MPV,1.6,95.0
1339,33735.0,Nissan,Leaf,2023,10.0,Electric,Hatchback,,
1340,11950.0,Ford,Transit,2017,161333.0,Diesel,Van,1.5,
1341,20995.0,Nissan,Qashqai,2018,97043.202,Diesel,SUV,1.5,
1342,4750.0,Renault,Clio,2012,84280.0,Ethanol Petrol,Hatchback,1.1,75.0
1343,14500.0,Toyota,RAV4,2014,160000.0,Diesel,SUV,2.0,124.0
1344,3999.0,Nissan,Qashqai,2010,209214.2,Diesel,Hatchback,1.5,
1345,4495.0,Honda,Accord,2009,283243.84,Diesel,Saloon,2.2,
1346,23950.0,BMW,5-Series,2016,182000.0,Diesel,Saloon,2.0,190.0
1348,14950.0,Volkswagen,Passat,2015,209214.2,Diesel,Saloon,1.6,120.0
1349,5250.0,Volkswagen,Passat,2010,215651.56,Diesel,Saloon,2.0,
1350,42950.0,Volvo,XC90,2016,193120.8,Diesel,SUV,2.0,190.0
1351,24950.0,Audi,A4,2018,156105.98,Diesel,Saloon,2.0,122.0
1352,19831.5,Audi,A6,2015,118146.4774,Diesel,Saloon,2.0,
1353,5950.0,Ford,Focus,2011,231744.96,Diesel,Hatchback,2.0,115.0
1354,29000.0,Mercedes,E-Class,2017,68000.0,Diesel,Saloon,2.0,194.0
1355,10500.0,Ford,Fiesta,2015,120700.5,Petrol,Hatchback,1.2,
1356,23945.0,Honda,HR-V,2017,93000.0,Diesel,SUV,1.6,
1357,11500.0,Hyundai,i40,2012,148059.28,Diesel,Estate,1.7,136.0
1359,5000.0,Volkswagen,Passat,2010,360000.0,Diesel,Saloon,1.6,
1360,55750.0,Ford,S-MAX,2022,0.0,Hybrid,MPV,2.5,
1361,43995.0,Toyota,Landcruiser,2020,26549.0,Diesel,Van,2.8,
1362,8495.0,Audi,TT,2009,265000.0,Diesel,Coupe,2.0,
1363,12500.0,Toyota,Auris,2014,160000.0,Diesel,Hatchback,1.4,90.0
1364,7450.0,Opel,Insignia,2014,188000.0,Diesel,Saloon,2.0,140.0
1365,24950.0,Toyota,C-HR,2019,66787.61,Petrol Hybrid,Hatchback,1.8,122.0
1366,5800.0,Peugeot,5008,2010,209620.0,Diesel,MPV,1.6,
1367,10750.0,Mazda,6,2015,250000.0,Diesel,Saloon,2.2,150.0
1368,12500.0,Ford,Transit Custom,2016,166000.0,Diesel,Van,2.2,
1369,34950.0,Renault,Zoe,2022,9000.0,Electric,Hatchback,,134.0
1370,7750.0,Volkswagen,CC,2010,177027.4,Diesel,Coupe,2.0,
1371,16000.0,Mitsubishi,Outlander,2014,193120.8,Diesel,SUV,2.3,150.0
1372,28900.0,Volkswagen,Arteon,2018,71501.0,Petrol,Hatchback,1.5,150.0
1373,13795.0,Toyota,Corolla,2015,161500.0,Diesel,Saloon,1.4,90.0
1374,8950.0,Opel,Insignia,2015,134700.0,Diesel,Saloon,2.0,170.0
1381,8775.0,Porsche,Boxster,2006,154496.64,Petrol,Coupe,3.4,
1382,6500.0,KIA,RIO,2013,289681.2,Petrol,Hatchback,1.4,89.0
1385,4950.0,Volkswagen,Golf,2008,275197.14,Diesel,Hatchback,1.9,
1386,29950.0,Mercedes,B-Class,2018,41000.0,Diesel,MPV,2.1,136.0
1387,9500.0,Nissan,Qashqai,2013,223698.26,Diesel,Hatchback,1.5,110.0
1388,12600.0,Volkswagen,Crafter,2016,258749.6852,Diesel,Van,2.0,
1389,5950.0,Nissan,Qashqai,2010,171039.0,Diesel,Hatchback,1.5,
1390,69995.0,Audi,Q7,2018,69943.0,Diesel,SUV,3.0,218.0
1391,24950.0,Peugeot,3008,2018,105000.0,Petrol,MPV,1.2,130.0
1392,28250.0,Opel,Mokka,2022,10.0,Petrol,SUV,1.2,
1393,2750.0,Daihatsu,Sirion,2009,123655.0,Petrol,Hatchback,1.0,
1394,33000.0,Opel,Astra,2022,0.0,Petrol,Hatchback,1.2,
1395,26250.0,Opel,Grandland X,2019,51000.0,Diesel,MPV,1.5,130.0
1396,31750.0,KIA,Sportage,2019,88505.6533,Diesel,SUV,1.6,
1397,,Opel,Other,2022,0.0,Electric,Hatchback,,
1399,6500.0,Ford,Focus,2012,260000.0,Diesel,Hatchback,1.6,95.0
1400,25000.0,Nissan,NV300,2018,86239.0,Diesel,Crew Cab,1.6,
1401,13950.0,Ford,Focus,2016,122000.0,Diesel,Hatchback,1.5,120.0
1402,17500.0,Mercedes,Sprinter,2017,,Diesel,Van,2.1,
1403,3000.0,Peugeot,508,2011,340000.0,Diesel,Saloon,1.6,112.0
1406,16495.0,Nissan,Qashqai,2015,138371.0,Diesel,Hatchback,1.5,110.0
1407,5595.0,Vauxhall,Zafira,2013,203259.642,Diesel,MPV,1.7,
1409,9500.0,Audi,A6,2011,205190.85,Diesel,Saloon,2.0,136.0
1410,32995.0,Mercedes,CLS-Class,2016,59802.0,Diesel,Coupe,2.1,170.0
1411,2950.0,Ford,Transit,2011,260.0,Diesel,Van,2.4,
1412,12000.0,BMW,5-Series,2013,252666.38,Diesel,Saloon,2.0,184.0
1413,4800.0,Mercedes,E-Class,2000,166666.4691,Petrol,Saloon,2.8,
1414,7600.0,Mazda,6,2013,172.0,Diesel,Saloon,2.2,150.0
1415,2950.0,Hyundai,i10,2010,,Petrol,Hatchback,1.2,
1416,16500.0,Ford,Focus,2017,151000.0,Diesel,Hatchback,1.5,120.0
1417,13999.0,Hyundai,ix35,2015,136793.9,Diesel,SUV,1.7,115.0
1418,16990.0,Volkswagen,Touran,2014,68001.0,Petrol,MPV,1.4,
1419,26075.0,Hyundai,Bayon,2023,0.0,Petrol,Hatchback,1.2,
1420,43.0,Opel,Movano,2022,,Diesel,Van,2.2,
1422,12950.0,Volkswagen,Polo,2014,181050.75,Petrol,Hatchback,1.2,90.0
1425,6950.0,Volkswagen,Caddy,2012,245533.7851,Diesel,MPV,1.6,
1426,17500.0,Mitsubishi,Outlander,2015,207604.86,Petrol Plug-in Hybrid,SUV,2.0,203.0
1427,17495.0,Opel,Corsa,2020,26501.0,Petrol,Hatchback,1.2,75.0
1428,16500.0,BMW,5-Series,2014,148000.0,Diesel,Saloon,2.0,184.0
1429,17950.0,Nissan,X-Trail,2016,119895.83,Diesel,SUV,1.6,130.0
1431,18995.0,Renault,Megane,2019,69000.0,Petrol,Saloon,1.3,140.0
1435,3200.0,Ford,Fusion,2008,177712.0,Diesel,Hatchback,1.4,
1436,13995.0,Volkswagen,Sharan,2013,233354.3,Diesel,MPV,2.0,115.0
1437,3950.0,Ford,Mondeo,2011,306333.041,Diesel,Hatchback,2.0,140.0
1438,2000.0,Mercedes,S-Class,2003,234963.64,Diesel,Saloon,3.2,
1440,28995.0,Ford,Focus,2020,31000.0,Diesel,Hatchback,1.5,
1441,29249.0,Dacia,Jogger,2022,0.0,Petrol,Crossover,1.0,110.0
1442,43.0,Opel,Movano,2022,,Diesel,Van,2.2,
1443,17995.0,Volvo,S60,2017,149237.0,Diesel,Saloon,2.0,150.0
1444,32000.0,Peugeot,RIFTER,2022,0.0,Diesel,MPV,1.5,
1445,22700.0,Mercedes,C-Class,2015,233354.3,Diesel,Estate,2.1,170.0
1446,7495.0,Volkswagen,Polo,2011,180000.0,Petrol,Hatchback,1.2,60.0
1447,22500.0,Skoda,Octavia,2019,143874.996,Diesel,Hatchback,1.6,
1450,1950.0,Vauxhall,Insignia,2009,303338.0592,Diesel,Hatchback,2.0,
1451,8450.0,Volkswagen,Golf,2011,193.1208,Diesel,Hatchback,1.6,105.0
1452,35490.0,Nissan,X-Trail,2019,75645.0,Diesel,SUV,1.6,
1453,3950.0,Renault,Megane,2009,105323.2563,Diesel,Hatchback,1.5,
1454,13900.0,Nissan,Juke,2017,99458.0,Petrol,SUV,1.2,116.0
1455,2250.0,Ford,Focus,2009,304165.26,Diesel,Hatchback,1.8,
1457,15950.0,Mercedes,Sprinter,2017,260713.08,Diesel,Van,2.1,
1458,2632.5,Volkswagen,Golf,2009,270369.12,Diesel,Hatchback,2.0,
1459,2350.0,Lexus,GS,2007,328000.0,Petrol Hybrid,Saloon,3.5,
1460,22750.0,KIA,Sportage,2017,140173.514,Diesel,SUV,1.7,
1464,8500.0,Audi,A5,2010,227000.0,Diesel,Coupe,2.0,
1465,52000.0,Audi,A6,2020,48500.0,Diesel,Saloon,2.0,204.0
1470,21100.0,Ford,Kuga,2018,124000.0,Diesel,SUV,1.5,
1471,11950.0,Fiat,Doblo,2018,136117.0,Diesel,MPV,1.6,
1472,14945.0,Renault,Clio,2018,23000.0,Petrol,Hatchback,1.1,75.0
1473,27995.0,MAXUS,DELIVER 9,2022,0.0,Diesel,Van,2.3,
1474,17000.0,Hyundai,i10,2022,7650.0,Petrol,Hatchback,1.0,67.0
1475,13950.0,Renault,Trafic,2018,142596.0,Diesel,Van,1.6,
1477,4500.0,Mini,Cooper,2010,230135.62,Diesel,Cabriolet,1.6,
1479,3450.0,Opel,Zafira,2010,206120.0,Diesel,MPV,1.7,
1480,22760.0,Renault,Master,2020,107486.0,Diesel,Van,2.3,
1481,15800.0,Mini,Countryman,2012,133048.0,Diesel,Hatchback,1.6,
1482,23950.0,Land Rover,Range Rover Evoque,2014,118286.49,Diesel,SUV,2.2,150.0
1483,12500.0,Volkswagen,Golf,2014,150000.0,Diesel,Hatchback,2.0,150.0
1484,17000.0,Audi,A7,2012,119116.0,Diesel,Hatchback,3.0,204.0
1485,94995.0,BMW,M5,2018,76000.0,Petrol,Saloon,4.4,560.0
1486,4950.0,Mercedes,Other,2011,254547.6985,Diesel,Van,2.1,
1487,37950.0,Skoda,Superb,2020,39300.0,Diesel,Saloon,2.0,150.0
1488,44750.0,Audi,A7,2018,86013.0,Diesel,Hatchback,3.0,218.0
1489,3000.0,Audi,A4,2002,44510.0,Petrol,Saloon,2.0,
