,Name,Price,Make,Model,Trim,Trim Level,Year,Mileage,Fuel Type,Transmission,Body Type,Engine Size (Litres),Power,Acceleration (0-100 km/h),Seats,Doors,Colour,Country of Registration,Previous Owners,Road Tax,NCT Expiry,EURO NCAP Safety Rating,Warranty,Battery Capacity,Horsepower,Machinery Type,Battery Range (up to)
2660,NEW Yamaha R7 @ Megabikes Dublin,"€10,549",YAMAHA,YZFR,,,2022,0 km,,,,"1,000 cc",,,,,,,,,,,,,,,
2661,SsangYong Musso Grande EL 2.2 AT /PT/ 4 Door MT,"€35,750",SsangYong,Musso,---,---,2020,"29,042 km",Diesel,Automatic,SUV,2.2 litre,---,---,5,4,Grey,Ireland,1,333,---,---,4 Year,,,,
2662,BMW X5 40D M SPORT CREWCAB 313Bhp,"€59,950",BMW,X5,---,---,2018,"47,000 mi",Diesel,Automatic,SUV,3.0 litre,---,---,5,5,Black,Ireland,2,333,Feb 2023,---,12 Month,,,,
2663,"Toyota Auris, 2015 Full Service History","€12,950",Toyota,Auris,Luna,Medium Trim,2015,"125,000 mi",Diesel,Manual,Hatchback,1.4 litre,90hp,12.5 sec,5,4,Gold,Ireland,---,190,Nov 2023,---,3 Month,,,,
2664,Ford Ranger Wildtrack X Black Edition 3.2 Auto,"€39,950",Ford,Ranger,---,---,2018,"45,000 mi",Diesel,Automatic,Pick Up,3.2 litre,---,---,5,4,Blue,Ireland,1,333,Oct 2023,---,12 Month,,,,
2665,Jaguar F- PACE RWD 2.0 D 180PS Chequered Flag Aut,"€52,950",Jaguar,F-Pace,Chequered Flag,Sports Trim,2020,"47,800 km",Diesel,Automatic,SUV,2.0 litre,180hp,8.6 sec,5,5,Black,Ireland,1,390,Jun 2024,5/5,Available,,,,
2666,"KIA RIO, 2016","€12,950",KIA,RIO,EX,Luxury Trim,2016,"45,456 mi",Petrol,Manual,Hatchback,1.2 litre,84hp,13.4 sec,5,5,Silver,Ireland,---,200,Nov 2022,5/5,3 Month,,,,
2667,Ford Ranger Limited Edition 2.2Tdi Doublecab,"€20,995",Ford,Ranger,---,---,2015,"113,000 mi",Diesel,Manual,Pick Up,2.2 litre,---,---,5,4,Black,Ireland,2,333,Mar 2023,---,3 Month,,,,
2668,Volkswagen Touran 2012 1.6Tdi 105Bhp 7 Seater NCT,"€6,750",Volkswagen,Touran,TRENDLINE,Base Trim,2012,"160,000 mi",Diesel,Manual,MPV,1.6 litre,105hp,12.8 sec,7,5,Black,Ireland,5,280,Oct 2023,---,,,,,
2669,BMW X5 30D XDRIVE MSPORT,"€23,950",BMW,X5,M SPORT,Sports Trim,2012,"119,500 mi",Diesel,Automatic,SUV,3.0 litre,245hp,7.6 sec,5,5,Silver,Ireland,3,1200,Jun 2023,---,3 Month,,,,
2670,Audi SQ5 313PS Biturbo Quattro Black Edition,"€36,499",Audi,SQ5,---,---,2014,"88,000 mi",Diesel,Automatic,Estate,3.0 litre,---,---,5,4,Black,Ireland,2,750,Feb 2024,---,12 Month,,,,
2671,"Volvo S60, 2015 Nct until 10-2023","€11,950",Volvo,S60,ES,Base Trim,2015,"110,000 mi",Diesel,Manual,Saloon,1.6 litre,114hp,10.9 sec,5,4,Black,Ireland,---,190,Oct 2023,---,3 Month,,,,
2672,Volkswagen Transporter 1988,"€2,500",Volkswagen,Transporter,,,1988,---,Petrol,Manual,Van,1.6 litre,,,,,,,,,,,,,,,
2673,"Toyota Avensis, 2008 Automatic","€3,950",Toyota,Avensis,,,2008,"144,440 mi",Petrol,Automatic,Saloon,1.8 litre,,,5,4,Silver,Ireland,3,750,Dec 2022,,3 Month,,,,
2674,Nissan QASHQAI Hi Spec Low Miles,"€21,950",Nissan,Qashqai,---,---,2017,"65,822 km",Diesel,Manual,SUV,1.5 litre,---,---,---,5,Red,UK,1,---,Oct 2024,---,6 Month,,,,
2675,Porsche Cayenne S Platinum E-Hybrid  Tax €170,"€49,995",Porsche,Cayenne,PLATINUM EDITION,Medium Trim,2016,"114,000 mi",Petrol Plug-in Hybrid,Automatic,SUV,3.0 litre,416hp,5.9 sec,5,5,Silver,Ireland,1,170,Sep 2024,---,12 Month,10.8 kWh,,,---
2676,"Toyota Prius, 2011","€7,950",Toyota,Prius,BASE,Base Trim,2011,"144,000 mi",Petrol Hybrid,Automatic,Hatchback,1.8 litre,136hp,10.4 sec,5,5,Silver,Ireland,1,170,Mar 2023,5/5,3 Month,---,,,
2677,Cash for Cars,"€1,500",Audi,A3,,,2005,"200,000 km",Petrol,Manual,Hatchback,1.6 litre,,,5,5,Grey,Ireland,---,514,Jan 2023,,,,,,
2678,Audi SQ5 313PS Biturbo Quattro,"€30,499",Audi,SQ5,---,---,2013,"122,000 mi",Diesel,Automatic,Estate,3.0 litre,---,---,5,5,Grey,Ireland,1,750,Jan 2024,---,6 Month,,,,
2679,Nissan Qashqai 2014 1.5dci NCT Tax 22,"€10,950",Nissan,Qashqai,XE,Base Trim,2014,"190,000 km",Diesel,Manual,Hatchback,1.5 litre,110hp,11.9 sec,5,4,Black,Ireland,2,180,Oct 2022,5/5,,,,,
2680,172 Mercedes A-Class Sport 1.5d,"€22,900",Mercedes-Benz,A-Class,URBAN,Medium Trim,2017,"51,000 mi",Diesel,Manual,Hatchback,1.5 litre,109hp,11.3 sec,5,5,Silver,Ireland,2,190,Sep 2023,5/5,12 Month,,,,
2681,Toyota Camry 2.4 Vvti Auto,"€20,995",Toyota,Camry,VVTi,Base Trim,2017,"122,504 km",Hybrid,Automatic,Saloon,2.5 litre,152hp,10.5 sec,5,4,Silver,Ireland,1,2400,---,---,Available,---,,,
2682,Ford Focus 1.5TDCI Estate,"€7,250",Ford,Focus,Zetec,Sports Trim,2015,"149,000 mi",Diesel,Manual,Estate,1.5 litre,95hp,12.0 sec,5,5,Grey,Ireland,1,180,Feb 2023,5/5,,,,,
2683,"Lexus IS 200, 2014","€11,950",Lexus,IS,S-design,Medium Trim,2014,"102,000 mi",Diesel,Manual,Saloon,2.2 litre,150hp,10.2 sec,5,4,Silver,Ireland,1,280,Apr 2024,---,3 Month,,,,
2684,"Peugeot Partner New Shape, 2019","€14,950",Peugeot,Partner,Active,Medium Trim,2019,"70,000 mi",Diesel,Manual,MPV,1.6 litre,75hp,14.3 sec,3,2,White,Ireland,---,200,Apr 2023,3/5,3 Month,,,,
2685,"Toyota Corolla, 2014","€9,950",Toyota,Corolla,Terra,Base Trim,2014,"136,000 mi",Diesel,Manual,Saloon,1.4 litre,90hp,12.5 sec,5,4,Red,Ireland,2,180,Jan 2024,---,3 Month,,,,
2686,"Volvo S60, 2016","€14,950",Volvo,S60,SE,Medium Trim,2016,"116,000 mi",Diesel,Manual,Saloon,2.0 litre,150hp,9.0 sec,5,4,Black,Ireland,---,190,Oct 2022,---,3 Month,,,,
2687,BMW 520d Automatic 2017 Low Kms,"€27,950",BMW,5-Series,SE,Base Trim,2017,"104,000 km",Diesel,Automatic,Saloon,2.0 litre,190hp,7.5 sec,5,4,Blue,Ireland,2,200,Mar 2023,5/5,,,,,
2688,BMW X5 30D MSPORT 7 SEATS HUGE SPEC,"€13,995",BMW,X5,,,2008,"109,000 mi",Diesel,Automatic,SUV,3.0 litre,,,7,5,Silver,Ireland,2,1200,Jan 2023,,3 Month,,,,
2689,"Volkswagen Passat Estate, 2015","€14,950",Volkswagen,Passat,Comfortline BE,Medium Trim,2015,"136,000 mi",Diesel,Manual,Estate,1.6 litre,120hp,11.0 sec,5,5,Silver,Ireland,1,190,Aug 2023,5/5,3 Month,,,,
2690,"Vauxhall Astra, 2010","€4,950",Vauxhall,Astra,,,2010,"111,919 mi",Diesel,Manual,Hatchback,1.7 litre,,,5,5,White,Ireland,4,280,Dec 2022,,,,,,
2691,"Citroen C4, 2015","€15,950",Citroen,C4,VTR+,Medium Trim,2015,"121,404 mi",Diesel,Manual,Hatchback,1.6 litre,115hp,11.3 sec,7,4,Blue,Ireland,1,190,Oct 2023,5/5,3 Month,,,,
2692,"Toyota Corolla, 2014","€11,950",Toyota,Corolla,Terra,Base Trim,2014,"105,908 mi",Diesel,Manual,Saloon,1.4 litre,90hp,12.5 sec,5,4,Gold,Ireland,1,180,Sep 2022,---,3 Month,,,,
2693,Nissan March 1.2 Automatic Alarm immobilizer,"€13,495",Nissan,March,---,Base Trim,2019,"101,147 km",Petrol,Automatic,Hatchback,1.2 litre,80hp,14.5 sec,5,5,Burgundy,Ireland,1,200,---,4/5,Available,,,,
2694,"Renault Clio, 2015","€10,950",Renault,Clio,DYNAMIQUE,Medium Trim,2015,"45,000 mi",Petrol,Manual,Hatchback,1.1 litre,75hp,15.4 sec,5,4,Black,Ireland,1,270,Jun 2023,---,3 Month,,,,
2695,Ford Galaxy Ghia 2.0Tdci 09,"€2,950",Ford,Galaxy,,,2009,"178,000 mi",Diesel,---,MPV,2.0 litre,,,7,---,Silver,Ireland,1,570,Nov 2022,,,,,,
2696,Hyundai i40 Estate,"€12,950",Hyundai,i40,Comfort,Base Trim,2015,"118,000 mi",Diesel,Manual,Estate,1.7 litre,116hp,12.9 sec,5,5,Black,Ireland,1,200,Apr 2024,5/5,3 Month,,,,
2697,"BMW 7-Series, 2008","€5,950",BMW,7-Series,,,2008,"138,565 mi",Diesel,Automatic,Saloon,3.0 litre,,,5,4,Grey,Ireland,---,1500,Mar 2023,,,,,,
2698,Nissan Navara 2.5Dci 4x4 Crewcab Doe3/23,"€10,950",Nissan,Navara,,,2014,"188,000 km",Diesel,Manual,Crew Cab,2.5 litre,,,5,,,,,,,,,,,,
2699,Vespa Elettrica 50km/h 2021 @ Megabikes Dublin,"€6,495",Vespa,Elettrica,,,2021,322 km,,,,---,,,,,,,,,,,,,,,
2700,"Volkswagen Golf, 2017 HIGHLINE  FULL LEATHER","€19,650",Volkswagen,Golf,Highline,Medium Trim,2017,---,Diesel,Manual,Estate,1.6 litre,115hp,10.5 sec,5,5,Blue,Ireland,1,190,Feb 2023,5/5,3 Month,,,,
2701,Hyundai Santa Fe 4WD Auto 7 seater 2014,"€18,950",Hyundai,Santa Fe,Premium,Luxury Trim,2014,"199,937 km",Diesel,Automatic,SUV,2.2 litre,197hp,10.1 sec,7,4,Black,Ireland,---,750,Jan 2023,5/5,3 Month,,,,
2702,2010 Renault Laguna ** NCT 12-23 **,"€2,995",Renault,Laguna,,,2010,"171,650 mi",Diesel,Manual,Estate,1.5 litre,,,5,---,Grey,Ireland,2,280,Dec 2022,,,,,,
2703,*Need Gone* Audi A6 S-Line Ultra Black Ed Styling,"€17,250",Audi,A6,S Line,Sports Trim,2015,"220,000 km",Diesel,Automatic,Saloon,2.0 litre,190hp,8.2 sec,5,---,Red,Ireland,1,190,Jan 2023,5/5,,,,,
2704,2018  BMW X5 xDrive40e F15 M Sport Hybrid,"€52,990",BMW,X5,---,---,2018,"63,600 mi",Petrol Plug-in Hybrid,Automatic,SUV,2.0 litre,---,---,5,5,Black,Ireland,---,---,---,---,Available,---,,,---
2705,Opel Astra 1.3 Diesel estate. NCT&TAX!,"€2,500",Opel,Astra,,,2007,"217,000 km",Diesel,Manual,Estate,1.2 litre,,,5,5,Silver,Ireland,4,358,Aug 2023,,,,,,
2706,New Piaggio Liberty @ Megabikes,"€2,995",Piaggio,Liberty,,,2022,---,,,,---,,,,,,,,,,,,,,,
2707,Opel Astra 2015 Ecoflex 1.6Cdti NCT,"€7,950",Vauxhall,Astra,---,---,2015,"120,000 mi",Diesel,---,Hatchback,1.6 litre,---,---,5,---,Black,Ireland,---,170,Mar 2023,---,,,,,
2708,"Honda Jazz, 2009 Automatic","€5,950",Honda,Jazz,,,2009,"76,076 mi",Petrol,Automatic,Hatchback,1.3 litre,,,5,5,Grey,Ireland,1,270,Jan 2023,,3 Month,,,,
2709,Honda CB125F @ Megabikes Dublin,"€3,899",Honda,CBF,,,2022,0 km,,,,125 cc,,,,,,,,,,,,,,,
2710,Suzuki GSX-S125 SALE @ Megabikes Dublin,"€4,499",Suzuki,GSX,,,2022,0 km,,,,125 cc,,,,,,,,,,,,,,,
2711,BMW Other 1974,"€26,000",BMW,Other,,,1974,---,Petrol,Manual,Saloon,1.6 litre,,,,,,,,,,,,,,,
2712,NEW Honda PCX125 @ Megabikes Dublin,"€4,299",Honda,PCX 125,,,2022,0 km,,,,125 cc,,,,,,,,,,,,,,,
2713,"Renault Clio, 2010","€4,650",Renault,Clio,,,2010,"56,216 km",Ethanol Petrol,Manual,Hatchback,1.1 litre,,,5,5,Silver,Ireland,3,280,May 2023,,3 Month,,,,
2714,Ford TRANSIT COURIER Courier Trend 1.5 TDCI 100Ps,"€12,950",Ford,Transit Courier,,,2019,"180,246 km",Diesel,Manual,Van,1.5 litre,,,---,,,,,,,,,,,,
2715,Mercedes-Benz C-Class C 200 Avantgarde Auto,"€31,950",Mercedes-Benz,C-Class,AVANTGARDE,Sports Trim,2017,"51,350 km",Petrol,Automatic,Saloon,2.0 litre,184hp,7.3 sec,5,4,Silver,Ireland,1,270,May 2023,5/5,Available,,,,
2716,Volkswagen Golf HighLine New Nct,"€5,950",Volkswagen,Golf,,,2010,"120,000 mi",Diesel,Manual,Hatchback,1.6 litre,,,5,5,Blue,Ireland,4,200,Mar 2023,,,,,,
2717,"Ford Fiesta, 2014 low mileage Taxed and Tested","€9,950",Ford,Fiesta,ZETEC,Medium Trim,2014,"88,491 mi",Petrol,Manual,Hatchback,1.2 litre,60hp,16.9 sec,5,4,Blue,Ireland,1,200,Jan 2024,---,3 Month,,,,
2718,"Renault Captur, 2014","€10,950",Renault,Captur,LIFE,Base Trim,2014,"80,711 mi",Diesel,Manual,Hatchback,1.5 litre,90hp,13.1 sec,5,4,Silver,Ireland,2,180,Jan 2020,5/5,3 Month,,,,
2719,"Renault Clio, 2014","€9,950",Renault,Clio,DYNAMIQUE+,Medium Trim,2014,"66,588 mi",Petrol,Manual,Hatchback,1.1 litre,75hp,15.4 sec,5,4,Black,Ireland,1,270,Jul 2024,5/5,3 Month,,,,
2720,"Volkswagen Golf, 2010","€7,950",Volkswagen,Golf,,,2010,"150,342 mi",Diesel,Manual,Hatchback,1.6 litre,,,5,5,Blue,Ireland,2,200,Apr 2023,,3 Month,,,,
2721,Audi A6 40 TDI 204HP S-T Black Edition,"€54,950",Audi,A6,S Line,Sports Trim,2020,"55,001 km",Diesel,Automatic,Saloon,2.0 litre,204hp,8.1 sec,5,4,White,Ireland,2,270,Jun 2024,5/5,12 Month,,,,
2722,Toyota Avensis D-40D (2010),"€4,500",Toyota,Avensis,,,2010,"228,917 km",Diesel,Manual,Saloon,2.0 litre,,,5,5,Grey,Ireland,---,---,---,,,,,,
2723,Volkswagen Golf 1.5 TSI 130HP Style,"€31,900",Volkswagen,Golf,Style,Luxury Trim,2020,"31,900 km",Petrol,Manual,Hatchback,1.5 litre,130hp,9.2 sec,5,5,Grey,Ireland,1,190,Jul 2024,5/5,12 Month,,,,
2724,Toyota Corolla Hybrid,No Price,Toyota,Corolla,Luna,Base Trim,2022,---,Hybrid,Automatic,Hatchback,1.798 litre,122hp,10.9 sec,5,4,Silver,Ireland,---,180,---,5/5,Available,---,,,
2725,Honda Civic 1.0 TSI,"€23,950",Honda,Civic,SC,Medium Trim,2019,"45,636 km",Petrol,Manual,Hatchback,1.0 litre,110hp,12.5 sec,5,5,Grey,Ireland,1,190,Feb 2023,5/5,Available,,,,
2726,Audi E-Tron E-tron Technik 50 Quattro Technik 11k,"€63,000",Audi,e-tron,---,---,2020,"13,213 km",Electric,Automatic,SUV,,---,---,---,5,Black,UK,1,---,---,---,12 Month,---,,,---
2727,Volkswagen Passat Finance From  78 PE Week - 3 Mo,"€21,999",Volkswagen,Passat,---,---,2017,"101,000 mi",Diesel,Manual,Saloon,2.0 litre,---,---,---,4,Black,UK,1,---,Oct 2024,---,Available,,,,
2728,"131 Honda Civic 1.6 D-tec, 120bhp, NCT 11/23, FSH","€8,450",Honda,Civic,EX,Luxury Trim,2013,"140,000 mi",Diesel,Manual,Hatchback,1.6 litre,120hp,10.5 sec,5,5,Grey,Ireland,3,180,Nov 2023,5/5,,,,,
2729,Iveco Daily 2016,"€11,500",Iveco,Daily,,,2016,"186,000 mi",Diesel,Unknown,Rigid,2.3 litre,,,3,,,,,,,,,,,,
2730,Nissan X-Trail SV With Safety Shield (5 Seater),"€27,995",Nissan,X-Trail,SVE,Luxury Trim,2018,"57,000 km",Diesel,Manual,SUV,1.6 litre,130hp,10.5 sec,5,4,Blue,Ireland,---,270,Aug 2022,5/5,12 Month,,,,
2731,Head Drum & Tail Drum Joblot,€1,Other,,,,,,,,,,,,,,,,,,,,,,,Spare Parts,
2732,BMW R1200GS 2004,"€3,500",BMW,R 1200 GS,,,2004,"100,000 km",,,,"1,170 cc",,,,,,,,,,,,,,,
2733,Nissan Jeep for sale,"€1,250",Nissan,Qashqai,,,2007,"156,000 mi",Petrol,Manual,Hatchback,1.6 litre,,,5,5,Blue,Ireland,2,514,Aug 2022,,,,,,
2734,"Skoda Yeti, 2015 OUTDOOR SPEC PANROOF","€14,295",Skoda,Yeti,Outdoor,Medium Trim,2015,"110,000 km",Diesel,Manual,SUV,2.0 litre,150hp,9.9 sec,5,4,Silver,Ireland,2,280,May 2023,---,3 Month,,,,
2735,192 Audi A4 S Line Black Edition 35 TDI 190ps,"€42,995",Audi,A4,---,---,2019,"20,000 mi",Diesel,Automatic,Saloon,2.0 litre,---,---,5,4,Black,Ireland,1,200,Jul 2024,---,12 Month,,,,
2736,"Citroen C4, 2017   *  FINANCE AVAILABLE","€14,950",Citroen,C4,SX,Medium Trim,2017,"102,000 km",Diesel,Manual,Hatchback,1.6 litre,92hp,12.5 sec,5,5,Grey,Ireland,1,170,Jun 2023,---,Available,,,,
2737,192 Mitsubishi fuso curtainsider,"€25,500",Fuso,Canter,,,2019,"83,000 mi",Diesel,---,Curtain Sider,3.0 litre,,,3,,,,,,,,,,,,
2738,Peugeot 208 1.2 Puretech 75bhp Active,"€23,495",Peugeot,208,---,---,2022,"18,901 km",Petrol,Manual,Hatchback,1.2 litre,---,---,---,5,White,Ireland,1,190,Mar 2026,---,Available,,,,
2739,Wrangler Jeep,"£18,500",Jeep,Wrangler,,,2009,"84,000 mi",Diesel,Manual,SUV,2.8 litre,,,5,4,Black,Northern Ireland,2,---,---,,,,,,
2740,Vauxhall Astra 2007 1.6ltr Petrol,"€1,450",Vauxhall,Astra,,,2007,"142,642 mi",Petrol,Manual,Hatchback,1.4 litre,,,5,5,Red,Ireland,2,---,Jan 2023,,,,,,
2741,Van Nissan Primastar,"€3,000",---,---,,,---,---,---,---,---,---,,,---,,,,,,,,,,,,
2742,Lexus IS 250,"€2,250",Lexus,IS,,,2008,---,Petrol,Manual,Saloon,2.5 litre,,,5,4,Black,Ireland,5,---,Oct 2020,,,,,,
2743,Skoda Kamiq Ambition 1.0tsi 95hp,"€25,995",Skoda,KAMIQ,Ambition,Medium Trim,2022,"6,000 km",Petrol,Manual,Hatchback,1.0 litre,95hp,11.1 sec,5,5,Black,Ireland,1,200,Apr 2026,5/5,Available,,,,
2744,Part worn Tyres 235/35/19,£60,Volkswagen,Passat,,,2009,"123,456 km",Diesel,Automatic,Coupe,2.0 litre,,,4,4,Grey,Northern Ireland,1,---,---,,,,,,
2745,Seat Leon,"€13,000",SEAT,Leon,SE,Medium Trim,2016,"163,100 km",Diesel,Manual,Estate,1.6 litre,110hp,10.7 sec,5,5,White,Ireland,2,180,Sep 2024,---,,,,,
2746,"NO VAT 13 MITSUBISHI L200 2,5D-ID WARROIR","£9,995",Mitsubishi,L200,,,2013,"126,250 mi",Diesel,Manual,Pick Up,2.5 litre,,,---,,,,,,,,,,,,
2747,Renault Captur Limited Naeb TCe 90  Service Plan,"€31,063",Renault,Captur,Limited,Base Trim,2022,0 km,Petrol,Manual,Crossover,1.0 litre,90hp,14.0 sec,5,5,Silver,Ireland,---,---,---,5/5,Available,,,,
2748,Passat,"€1,500",Volkswagen,Passat,,,2007,"421,099 km",Diesel,Manual,Saloon,1.9 litre,,,5,4,Blue,Ireland,1,673,Mar 2021,,,,,,
2749,2013 VOLKSWAGEN GOLF 1.6 DIESEL,"€6,500",Volkswagen,Golf,BLUEMOTION,Base Trim,2013,133 mi,Diesel,Manual,Hatchback,1.6 litre,105hp,11.3 sec,5,5,Grey,Ireland,4,180,Mar 2024,---,,,,,
2750,Audi A6 2.0 TDI Sport 40 204PS 4DR Auto,"€41,995",Audi,A6,---,---,2019,"65,983 km",Diesel,Automatic,Saloon,2.0 litre,---,---,---,4,Black,UK,1,---,---,---,,,,,
2751,BMW 5 Series 530e M Sport Auto Hybrid Plug IN //,"€36,950",BMW,5-Series,---,---,2018,"77,248 km",Hybrid,Automatic,Saloon,2.0 litre,---,---,---,4,Black,Northern Ireland,1,---,---,---,,---,,,
2752,BMW 4 Series Coupe M Sport A,"€36,950",BMW,4-Series,Sport,Sports Trim,2018,"83,686 km",Diesel,Automatic,Coupe,2.0 litre,190hp,7.2 sec,4,2,Blue,Northern Ireland,1,---,---,---,,,,,
2753,2012 Ford Focus edge low mileage,"€7,950",Ford,Focus,Edge,Medium Trim,2012,"144,000 km",Diesel,Manual,Hatchback,1.6 litre,95hp,12.5 sec,5,4,Black,Ireland,1,200,Oct 2022,5/5,,,,,
2754,Owner Drivers wanted,"€3,214",Mercedes-Benz,Vito,,,2019,"12,345 km",Diesel,Manual,Van,2.1 litre,,,3,,,,,,,,,,,,
2755,Volkswagen Caddy 2.0TDI 102bhp / FINANCE AVAILABLE,"€6,870",Volkswagen,Caddy,,,2017,"268,000 km",Diesel,Manual,Panel Van,2.0 litre,,,2,,,,,,,,,,,,
2756,For Sale: Shewden  Mixer,"€1,250",Other,,,,,,,,,,,,,,,,,,,,,,,Other,
2757,Hyundai Tucson 2WD Comfort,"€29,950",Hyundai,Tucson,Comfort,Base Trim,2020,"61,357 km",Diesel,Manual,SUV,1.6 litre,115hp,11.8 sec,5,5,White,Ireland,1,200,Jun 2024,5/5,2 Year,,,,
2758,Audi Q2 S Line 1.0 Tfsi 110 BHP Ambient Lighting,"€34,900",Audi,Q2,S Line,Luxury Trim,2021,"19,725 km",Petrol,Manual,SUV,1.0 litre,110hp,11.2 sec,5,4,Blue,Ireland,1,390,Jul 2025,5/5,2 Year,,,,
2759,Toyota Landcruiser LWB,No Price,Toyota,Landcruiser,,,2007,"350,000 km",Diesel,Manual,SUV,3.0 litre,,,2,,,,,,,,,,,,
2760,"Ford C-MAX, 2010","€3,950",Ford,C-MAX,,,2010,"202,000 km",Diesel,Manual,MPV,1.6 litre,,,5,5,Silver,Ireland,3,200,Jan 2023,,,,,,
2761,"Skoda Octavia, 2009 Automatic gearbox","€3,750",Skoda,Octavia,,,2009,"159,000 mi",Diesel,Automatic,Estate,1.9 litre,,,5,5,Red,Ireland,2,390,Jan 2023,,,,,,
2762,"Toyota Yaris, 2009 petrol 1.0","€3,950",Toyota,Yaris,,,2009,"112,000 mi",Petrol,Manual,Hatchback,1.0 litre,,,5,5,Silver,Ireland,3,270,Jan 2023,,,,,,
2763,Ford feista 1 Owner low mileage nct&tax,"€6,550",Ford,Fiesta,Style,Base Trim,2011,"150,000 km",Petrol,Manual,Hatchback,1.2 litre,60hp,16.9 sec,5,5,Silver,Ireland,---,270,Jul 2023,---,,,,,
2764,Renault Master 2018,"€23,000",Renault,Master,,,2018,"45,851 km",Diesel,Manual,Van,2.3 litre,,,3,,,,,,,,,,,,
2765,"Skoda Octavia, 2016 Ambition 1.2 TSI","€13,950",Skoda,Octavia,Ambition,Medium Trim,2016,"107,000 km",Petrol,Manual,Saloon,1.2 litre,86hp,12.0 sec,5,4,Grey,Ireland,1,200,Sep 2024,5/5,3 Month,,,,
2766,Ford Transit Box Van With Tail Lift From  43/day,€43,Ford,Transit,,,2022,---,Diesel,Manual,Box Body,---,,,---,,,,,,,,,,,,
2767,2019 HONDA FIT 1.3 AUTO.FINANCE ARRANGED.,"€15,999",Honda,Fit,---,---,2019,"84,000 km",Petrol,Automatic,Hatchback,1.3 litre,---,---,5,5,Grey,Other,1,---,---,---,3 Month,,,,
2768,Undercarriage Ireland Real Rubber Tracks,No Price,HITACHI,,,,,,,,,,,,,,,,,,,,,,,Excavators,
2769,"Hyundai Tucson, 2017  EXECUTIVE","€19,750",Hyundai,Tucson,Executive,Medium Trim,2017,"142,023 km",Diesel,Manual,SUV,1.7 litre,115hp,13.7 sec,5,5,Black,Ireland,2,200,May 2023,5/5,,,,,
2770,Audi E-Tron E-tron Sport 50 Quattro Sport 11kw Ch,"€65,000",Audi,e-tron,---,---,2021,"15,372 km",Electric,Automatic,SUV,,---,---,---,5,White,UK,1,---,---,---,12 Month,---,,,---
2771,Skoda Superb Finance From  62 PER Week - 3 Months,"€16,950",Skoda,Superb,---,---,2016,"122,000 mi",Diesel,Manual,Hatchback,2.0 litre,---,---,---,5,Grey,UK,1,---,Oct 2024,---,Available,,,,
2772,141 Citroen Grand C4 Picasso Automatic *NCT 06/24*,"€10,450",Citroen,Grand C4 Picasso,VTR+,Medium Trim,2014,"97,000 mi",Diesel,Automatic,Hatchback,1.6 litre,112hp,11.2 sec,7,---,Grey,Ireland,---,180,Jun 2024,5/5,,,,,
2773,Volkswagen Caddy 2.0TDI 102BHP / FINANCE AVAILABLE,"€6,870",Volkswagen,Caddy,---,---,2017,"268,000 km",Diesel,Manual,Van,2.0 litre,---,---,2,5,White,Ireland,1,333,Jul 2023,---,Available,,,,
2774,2013 Toyota Hilux 3.0,No Price,Toyota,Hilux,,,2013,---,Diesel,Manual,Crew Cab,3.0 litre,,,5,,,,,,,,,,,,
2775,"Hyundai i40, 2013","€8,995",Hyundai,i40,Executive,Luxury Trim,2013,"205,600 km",Diesel,Manual,Saloon,1.7 litre,116hp,12.9 sec,5,4,White,Ireland,2,200,Oct 2023,5/5,3 Month,,,,
2776,Hyundai i30 Deluxe N-line 1.0t,"€26,495",Hyundai,i30,Deluxe NLine,Luxury Trim,2022,"2,000 km",Petrol,Manual,Hatchback,1.0 litre,120hp,11.1 sec,5,5,Grey,Ireland,---,210,Jan 2026,5/5,5 Year,,,,
2777,Toyota Corolla Hybrid,No Price,Toyota,Corolla,Luna,Medium Trim,2022,---,Hybrid,Automatic,Saloon,1.798 litre,122hp,11.0 sec,5,4,Black,Ireland,---,180,---,5/5,Available,---,,,
2778,Mitsubishi GTO twin turbo 1992,"€16,700",Mitsubishi,GTO,,,1992,"77,075 km",Petrol,Manual,Coupe,3.0 litre,,,4,3,Black,United Kingdom,9,---,---,,,,,,
2779,'22 FAYMONVILLE 4 AXLE LOW LOADER,No Price,FAYMONVILLE,MULTI N 4L AU,,,2022,0 km,---,---,---,---,,,,,,,,,,,,,2022,,
2780,Citroen Grand C4 Picasso 1.6 HDi Grand Picasso Vt,"€13,950",Citroen,Grand C4 Picasso,VTR,Base Trim,2016,"170,003 km",Diesel,Manual,MPV,1.6 litre,92hp,12.9 sec,7,5,Blue,Ireland,1,190,Sep 2024,5/5,12 Month,,,,
2781,Schmitz 8.2 Tipper,No Price,8.2 Tipper,Schmitz,,,2022,0 km,---,---,---,---,,,,,,,,,,,,,628,,
2782,Renault Clio 1.0i Dynamique NAV TCE 12 Month Warr,"€13,950",Renault,Clio,DYNAMIQUE NAV,Medium Trim,2019,"98,002 km",Petrol,Manual,Hatchback,1.0 litre,90hp,12.1 sec,5,4,Black,Ireland,2,200,Mar 2023,5/5,12 Month,,,,
2783,Renault Clio 1.2i Dynamique NAV 12 Month Warranty,"€10,950",Renault,Clio,DYNAMIQUE NAV,Medium Trim,2016,"145,003 km",Petrol,Manual,Hatchback,1.2 litre,75hp,14.5 sec,5,4,Black,Ireland,4,270,Jul 2024,---,12 Month,,,,
